listing_id,city_id,community_id,title,source,source_listing_id,source_url,total_price_10k,unit_price,area_sqm,listing_type,bedrooms,bathrooms,orientation,floor_number,has_elevator,decorate_type,build_year,nearest_metro_distance_m,school_ids_json,tags_json,crawl_date
291,2,6,鸿荣源壹城中心 102㎡ 东南,深圳住建局公开成交,深圳-LS-000291,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,660,64148,102.9,二手房,3,1,南北通透,中楼层,True,普装,2013,400,[],[],2026-05-04
292,2,6,鸿荣源壹城中心 81㎡ 南向,深圳住建局公开成交,深圳-LS-000292,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,590,72242,81.8,二手房,2,1,西,高楼层,True,毛坯,2005,2000,[],[],2026-05-04
293,2,6,鸿荣源壹城中心 92㎡ 北向,深圳住建局公开成交,深圳-LS-000293,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,557,60101,92.7,二手房,3,1,南,低楼层,False,普装,2009,1200,[],[],2026-05-04
294,2,6,鸿荣源壹城中心 85㎡ 南向,深圳住建局公开成交,深圳-LS-000294,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,572,67029,85.4,二手房,4,1,南,中楼层,True,豪装,2009,600,[],[],2026-04-27
295,2,6,鸿荣源壹城中心 76㎡ 南向,深圳住建局公开成交,深圳-LS-000295,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,484,63714,76.1,二手房,3,1,西,中楼层,True,毛坯,2020,1200,[],[],2026-04-27
296,2,6,鸿荣源壹城中心 76㎡ 东南,深圳住建局公开成交,深圳-LS-000296,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,480,62641,76.7,二手房,2,1,南,顶层,True,普装,2012,800,[],[],2026-04-20
297,2,6,鸿荣源壹城中心 84㎡ 南向,深圳住建局公开成交,深圳-LS-000297,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,470,55754,84.4,二手房,2,1,西,低楼层,True,普装,2011,400,[],[],2026-04-20
298,2,6,鸿荣源壹城中心 124㎡ 东南,深圳住建局公开成交,深圳-LS-000298,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,825,66297,124.6,二手房,3,2,西,低楼层,True,精装,2021,400,[],[],2026-04-20
299,2,6,鸿荣源壹城中心 107㎡ 南北通透,深圳住建局公开成交,深圳-LS-000299,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,775,72327,107.2,二手房,4,2,西,中楼层,True,普装,2011,1200,[],[],2026-04-13
300,2,6,鸿荣源壹城中心 87㎡ 东南,深圳住建局公开成交,深圳-LS-000300,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,573,65893,87.0,二手房,2,1,南北通透,低楼层,False,精装,2015,1200,[],[],2026-04-06
301,2,6,鸿荣源壹城中心 108㎡ 北向,深圳住建局公开成交,深圳-LS-000301,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,646,59732,108.3,二手房,3,1,南北通透,高楼层,True,毛坯,2013,400,[],[],2026-04-06
302,2,6,鸿荣源壹城中心 118㎡ 南北通透,深圳住建局公开成交,深圳-LS-000302,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,666,56198,118.5,二手房,2,1,南,高楼层,True,毛坯,2014,2000,[],[],2026-03-30
303,2,6,鸿荣源壹城中心 70㎡ 南向,深圳住建局公开成交,深圳-LS-000303,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,441,62394,70.8,二手房,2,2,南北通透,高楼层,True,普装,2022,400,[],[],2026-03-30
304,2,6,鸿荣源壹城中心 89㎡ 西向,深圳住建局公开成交,深圳-LS-000304,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,518,57899,89.5,二手房,3,1,南北通透,顶层,False,精装,2017,200,[],[],2026-03-30
305,2,6,鸿荣源壹城中心 66㎡ 南北通透,深圳住建局公开成交,深圳-LS-000305,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,467,70237,66.5,二手房,2,1,西,顶层,True,毛坯,2013,600,[],[],2026-03-23
306,2,6,鸿荣源壹城中心 74㎡ 东南,深圳住建局公开成交,深圳-LS-000306,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,530,71027,74.7,二手房,4,1,南北通透,中楼层,True,毛坯,2008,2000,[],[],2026-03-23
307,2,6,鸿荣源壹城中心 115㎡ 东南,深圳住建局公开成交,深圳-LS-000307,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,660,57297,115.3,二手房,3,2,南北通透,顶层,True,精装,2014,600,[],[],2026-03-16
308,2,6,鸿荣源壹城中心 95㎡ 南向,深圳住建局公开成交,深圳-LS-000308,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,522,54693,95.5,二手房,4,2,西,中楼层,True,精装,2005,1200,[],[],2026-03-09
309,2,6,鸿荣源壹城中心 87㎡ 西向,深圳住建局公开成交,深圳-LS-000309,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,522,59935,87.2,二手房,2,1,南,顶层,True,普装,2019,800,[],[],2026-03-02
310,2,6,鸿荣源壹城中心 124㎡ 南北通透,深圳住建局公开成交,深圳-LS-000310,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,823,66237,124.3,二手房,3,1,南,顶层,True,普装,2012,600,[],[],2026-02-23
311,2,6,鸿荣源壹城中心 118㎡ 东南,深圳住建局公开成交,深圳-LS-000311,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,652,54850,118.9,二手房,4,1,南,顶层,False,精装,2020,200,[],[],2026-02-23
312,2,6,鸿荣源壹城中心 63㎡ 东南,深圳住建局公开成交,深圳-LS-000312,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,362,56826,63.9,二手房,4,2,东南,顶层,False,豪装,2018,800,[],[],2026-02-16
313,2,6,鸿荣源壹城中心 108㎡ 南向,深圳住建局公开成交,深圳-LS-000313,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,692,63815,108.5,二手房,3,1,东南,顶层,True,豪装,2012,800,[],[],2026-02-16
314,2,6,鸿荣源壹城中心 123㎡ 西向,深圳住建局公开成交,深圳-LS-000314,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,773,62659,123.5,二手房,4,1,西,高楼层,True,毛坯,2024,2000,[],[],2026-02-09
315,2,6,鸿荣源壹城中心 82㎡ 南北通透,深圳住建局公开成交,深圳-LS-000315,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,578,69999,82.6,二手房,3,1,东南,中楼层,False,豪装,2008,800,[],[],2026-02-09
316,2,6,鸿荣源壹城中心 89㎡ 南北通透,深圳住建局公开成交,深圳-LS-000316,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,529,59145,89.6,二手房,3,1,东南,高楼层,False,普装,2010,2000,[],[],2026-02-09
317,2,6,鸿荣源壹城中心 71㎡ 西向,深圳住建局公开成交,深圳-LS-000317,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,485,68044,71.3,二手房,3,2,南,顶层,True,毛坯,2022,400,[],[],2026-02-02
318,2,6,鸿荣源壹城中心 107㎡ 南向,深圳住建局公开成交,深圳-LS-000318,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,651,60717,107.3,二手房,3,2,南,中楼层,True,毛坯,2013,600,[],[],2026-02-02
319,2,6,鸿荣源壹城中心 127㎡ 东南,深圳住建局公开成交,深圳-LS-000319,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,930,73278,127.0,二手房,3,1,南,低楼层,True,毛坯,2017,400,[],[],2026-01-26
320,2,6,鸿荣源壹城中心 115㎡ 北向,深圳住建局公开成交,深圳-LS-000320,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,735,63686,115.5,二手房,4,2,西,中楼层,True,毛坯,2020,600,[],[],2026-01-26
321,2,6,鸿荣源壹城中心 116㎡ 北向,深圳住建局公开成交,深圳-LS-000321,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,734,62913,116.7,二手房,3,2,西,中楼层,True,精装,2006,400,[],[],2026-01-26
322,2,6,鸿荣源壹城中心 108㎡ 南向,深圳住建局公开成交,深圳-LS-000322,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,654,60212,108.7,二手房,2,1,东南,顶层,True,精装,2014,200,[],[],2026-01-19
323,2,6,鸿荣源壹城中心 107㎡ 南北通透,深圳住建局公开成交,深圳-LS-000323,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,589,54891,107.4,二手房,3,1,南北通透,低楼层,True,精装,2024,200,[],[],2026-01-12
324,2,6,鸿荣源壹城中心 107㎡ 北向,深圳住建局公开成交,深圳-LS-000324,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,632,58997,107.2,二手房,3,1,南北通透,顶层,False,普装,2005,600,[],[],2026-01-12
325,2,6,鸿荣源壹城中心 117㎡ 东南,深圳住建局公开成交,深圳-LS-000325,https://sz.ke.com/ershoufang/rs%E9%B8%BF%E8%8D%A3%E6%BA%90%E5%A3%B9%E5%9F%8E%E4%B8%AD%E5%BF%83/,691,58881,117.4,二手房,3,2,南北通透,低楼层,True,普装,2010,600,[],[],2026-01-05
326,2,7,中海天钻 118㎡ 北向,深圳住建局公开成交,深圳-LS-000326,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,734,61942,118.6,二手房,2,2,南,低楼层,True,毛坯,2018,400,[],[],2026-06-29
327,2,7,中海天钻 90㎡ 西向,深圳住建局公开成交,深圳-LS-000327,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,583,64504,90.5,二手房,3,1,南,低楼层,True,豪装,2005,600,[],[],2026-06-29
328,2,7,中海天钻 118㎡ 北向,深圳住建局公开成交,深圳-LS-000328,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,674,56961,118.5,二手房,4,1,南,高楼层,True,豪装,2012,1200,[],[],2026-06-22
329,2,7,中海天钻 63㎡ 南北通透,深圳住建局公开成交,深圳-LS-000329,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,365,57706,63.4,二手房,3,1,南,低楼层,True,豪装,2017,1200,[],[],2026-06-22
330,2,7,中海天钻 96㎡ 东南,深圳住建局公开成交,深圳-LS-000330,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,507,52461,96.7,二手房,4,1,南北通透,高楼层,True,精装,2020,1200,[],[],2026-06-15
331,2,7,中海天钻 92㎡ 南北通透,深圳住建局公开成交,深圳-LS-000331,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,509,54927,92.8,二手房,4,1,南,中楼层,False,精装,2017,600,[],[],2026-06-15
332,2,7,中海天钻 124㎡ 西向,深圳住建局公开成交,深圳-LS-000332,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,704,56658,124.3,二手房,2,2,南,中楼层,True,普装,2020,2000,[],[],2026-06-15
333,2,7,中海天钻 91㎡ 南北通透,深圳住建局公开成交,深圳-LS-000333,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,547,59837,91.5,二手房,2,1,南北通透,低楼层,True,豪装,2024,400,[],[],2026-06-08
334,2,7,中海天钻 72㎡ 南向,深圳住建局公开成交,深圳-LS-000334,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,403,55604,72.5,二手房,3,1,南北通透,中楼层,True,毛坯,2018,2000,[],[],2026-06-01
335,2,7,中海天钻 84㎡ 北向,深圳住建局公开成交,深圳-LS-000335,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,512,60507,84.8,二手房,2,1,南,高楼层,True,普装,2017,1200,[],[],2026-06-01
336,2,7,中海天钻 110㎡ 西向,深圳住建局公开成交,深圳-LS-000336,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,621,56096,110.8,二手房,3,1,南北通透,低楼层,True,普装,2024,2000,[],[],2026-06-01
337,2,7,中海天钻 74㎡ 西向,深圳住建局公开成交,深圳-LS-000337,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,468,63165,74.1,二手房,2,1,东南,中楼层,False,普装,2016,2000,[],[],2026-05-25
338,2,7,中海天钻 119㎡ 北向,深圳住建局公开成交,深圳-LS-000338,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,686,57544,119.3,二手房,2,1,西,顶层,True,豪装,2009,600,[],[],2026-05-25
339,2,7,中海天钻 83㎡ 西向,深圳住建局公开成交,深圳-LS-000339,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,466,55752,83.7,二手房,2,1,南北通透,低楼层,False,普装,2013,400,[],[],2026-05-25
340,2,7,中海天钻 123㎡ 西向,深圳住建局公开成交,深圳-LS-000340,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,681,55433,123.0,二手房,4,1,东南,低楼层,True,毛坯,2005,1200,[],[],2026-05-18
341,2,7,中海天钻 96㎡ 东南,深圳住建局公开成交,深圳-LS-000341,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,566,58946,96.2,二手房,4,1,南北通透,低楼层,True,豪装,2022,200,[],[],2026-05-18
342,2,7,中海天钻 87㎡ 北向,深圳住建局公开成交,深圳-LS-000342,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,582,66444,87.7,二手房,2,1,西,顶层,False,普装,2020,2000,[],[],2026-05-11
343,2,7,中海天钻 89㎡ 东南,深圳住建局公开成交,深圳-LS-000343,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,509,57077,89.3,二手房,3,1,南北通透,中楼层,False,精装,2005,2000,[],[],2026-05-11
344,2,7,中海天钻 125㎡ 南向,深圳住建局公开成交,深圳-LS-000344,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,802,63973,125.5,二手房,3,2,东南,中楼层,False,毛坯,2013,2000,[],[],2026-05-04
345,2,7,中海天钻 83㎡ 西向,深圳住建局公开成交,深圳-LS-000345,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,556,66926,83.2,二手房,4,1,西,中楼层,False,普装,2017,1200,[],[],2026-05-04
346,2,7,中海天钻 73㎡ 南北通透,深圳住建局公开成交,深圳-LS-000346,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,438,59966,73.2,二手房,3,2,东南,高楼层,True,普装,2020,1200,[],[],2026-04-27
347,2,7,中海天钻 76㎡ 南北通透,深圳住建局公开成交,深圳-LS-000347,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,502,65620,76.6,二手房,4,1,南,中楼层,True,普装,2016,1200,[],[],2026-04-27
348,2,7,中海天钻 103㎡ 东南,深圳住建局公开成交,深圳-LS-000348,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,536,51826,103.5,二手房,4,2,南,低楼层,True,毛坯,2010,800,[],[],2026-04-20
349,2,7,中海天钻 63㎡ 东南,深圳住建局公开成交,深圳-LS-000349,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,376,59378,63.4,二手房,3,2,西,低楼层,False,精装,2023,400,[],[],2026-04-20
350,2,7,中海天钻 60㎡ 南向,深圳住建局公开成交,深圳-LS-000350,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,309,51054,60.5,二手房,3,1,南,低楼层,True,普装,2022,200,[],[],2026-04-13
351,2,7,中海天钻 110㎡ 南北通透,深圳住建局公开成交,深圳-LS-000351,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,551,49817,110.8,二手房,4,1,南北通透,低楼层,True,精装,2006,400,[],[],2026-04-13
352,2,7,中海天钻 72㎡ 西向,深圳住建局公开成交,深圳-LS-000352,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,442,61038,72.4,二手房,4,1,东南,高楼层,True,豪装,2021,2000,[],[],2026-04-06
353,2,7,中海天钻 72㎡ 南向,深圳住建局公开成交,深圳-LS-000353,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,393,54011,72.8,二手房,3,1,南北通透,顶层,True,豪装,2024,600,[],[],2026-04-06
354,2,7,中海天钻 129㎡ 南向,深圳住建局公开成交,深圳-LS-000354,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,714,55063,129.7,二手房,3,2,南北通透,顶层,True,精装,2009,2000,[],[],2026-03-30
355,2,7,中海天钻 109㎡ 南北通透,深圳住建局公开成交,深圳-LS-000355,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,590,53765,109.9,二手房,4,1,西,中楼层,False,精装,2012,800,[],[],2026-03-23
356,2,7,中海天钻 105㎡ 北向,深圳住建局公开成交,深圳-LS-000356,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,569,54137,105.2,二手房,4,2,南北通透,高楼层,True,毛坯,2006,800,[],[],2026-03-23
357,2,7,中海天钻 124㎡ 南北通透,深圳住建局公开成交,深圳-LS-000357,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,662,53188,124.5,二手房,3,1,西,顶层,False,精装,2008,2000,[],[],2026-03-16
358,2,7,中海天钻 95㎡ 北向,深圳住建局公开成交,深圳-LS-000358,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,490,51172,95.9,二手房,3,1,南,顶层,True,普装,2024,600,[],[],2026-03-09
359,2,7,中海天钻 93㎡ 南向,深圳住建局公开成交,深圳-LS-000359,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,539,57911,93.2,二手房,2,2,南北通透,高楼层,False,普装,2012,1200,[],[],2026-03-02
360,2,7,中海天钻 99㎡ 南向,深圳住建局公开成交,深圳-LS-000360,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,517,51927,99.7,二手房,4,2,西,中楼层,False,普装,2018,800,[],[],2026-03-02
361,2,7,中海天钻 68㎡ 北向,深圳住建局公开成交,深圳-LS-000361,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,352,51155,68.9,二手房,4,1,南北通透,顶层,True,精装,2007,400,[],[],2026-03-02
362,2,7,中海天钻 102㎡ 东南,深圳住建局公开成交,深圳-LS-000362,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,512,49995,102.6,二手房,2,2,南,高楼层,True,毛坯,2016,800,[],[],2026-02-23
363,2,7,中海天钻 72㎡ 西向,深圳住建局公开成交,深圳-LS-000363,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,449,61749,72.8,二手房,4,1,南北通透,高楼层,True,毛坯,2020,200,[],[],2026-02-23
364,2,7,中海天钻 79㎡ 东南,深圳住建局公开成交,深圳-LS-000364,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,391,49290,79.4,二手房,3,1,西,顶层,True,普装,2018,1200,[],[],2026-02-16
365,2,7,中海天钻 98㎡ 西向,深圳住建局公开成交,深圳-LS-000365,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,616,62577,98.6,二手房,3,1,西,中楼层,True,豪装,2012,800,[],[],2026-02-16
366,2,7,中海天钻 64㎡ 东南,深圳住建局公开成交,深圳-LS-000366,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,393,60530,64.9,二手房,3,1,西,中楼层,False,精装,2018,600,[],[],2026-02-16
367,2,7,中海天钻 62㎡ 南向,深圳住建局公开成交,深圳-LS-000367,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,401,64675,62.1,二手房,3,1,南北通透,中楼层,True,精装,2022,200,[],[],2026-02-09
368,2,7,中海天钻 94㎡ 东南,深圳住建局公开成交,深圳-LS-000368,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,520,54929,94.7,二手房,4,1,东南,顶层,False,毛坯,2024,1200,[],[],2026-02-09
369,2,7,中海天钻 60㎡ 北向,深圳住建局公开成交,深圳-LS-000369,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,301,50110,60.1,二手房,3,2,东南,中楼层,False,精装,2009,1200,[],[],2026-02-02
370,2,7,中海天钻 71㎡ 北向,深圳住建局公开成交,深圳-LS-000370,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,380,53144,71.5,二手房,2,1,东南,低楼层,True,精装,2020,600,[],[],2026-01-26
371,2,7,中海天钻 61㎡ 南向,深圳住建局公开成交,深圳-LS-000371,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,318,51914,61.4,二手房,3,1,西,中楼层,False,豪装,2009,600,[],[],2026-01-19
372,2,7,中海天钻 73㎡ 北向,深圳住建局公开成交,深圳-LS-000372,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,455,62216,73.2,二手房,3,2,南北通透,中楼层,True,毛坯,2019,200,[],[],2026-01-19
373,2,7,中海天钻 76㎡ 南北通透,深圳住建局公开成交,深圳-LS-000373,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,492,64752,76.1,二手房,3,2,东南,低楼层,False,毛坯,2006,1200,[],[],2026-01-12
374,2,7,中海天钻 112㎡ 北向,深圳住建局公开成交,深圳-LS-000374,https://sz.ke.com/ershoufang/rs%E4%B8%AD%E6%B5%B7%E5%A4%A9%E9%92%BB/,705,62561,112.8,二手房,2,1,东南,高楼层,True,普装,2006,2000,[],[],2026-01-05
375,2,8,万科城 85㎡ 西向,深圳住建局公开成交,深圳-LS-000375,https://sz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9F%8E/,464,54383,85.5,二手房,3,1,东南,高楼层,False,毛坯,2014,800,[],[],2026-06-29
376,2,8,万科城 85㎡ 西向,深圳住建局公开成交,深圳-LS-000376,https://sz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9F%8E/,377,44350,85.1,二手房,3,1,西,顶层,False,豪装,2015,800,[],[],2026-06-29
377,2,8,万科城 129㎡ 南向,深圳住建局公开成交,深圳-LS-000377,https://sz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9F%8E/,670,51767,129.5,二手房,2,1,东南,低楼层,True,豪装,2020,400,[],[],2026-06-22
378,2,8,万科城 84㎡ 南向,深圳住建局公开成交,深圳-LS-000378,https://sz.ke.com/ershoufang/rs%E4%B8%87%E7%A7%91%E5%9F%8E/,440,51880,85.0,二手房,3,2,西,顶层,True,毛坯,2012,400,[],[],2026-06-22
